Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae,g__Blastocatella,s__unclassified_g__Blastocatella,OTU65,17,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_delbrueckii_subsp._bulgaricus,OTU122,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_Candidatus_Saccharibacteria_bacterium_g__norank_o__Saccharimonadales,OTU19,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g__Chthoniobacter,OTU312,9,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__metagenome_g__CL500-29_marine_group,OTU588,121,0.00017,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__unidentified_marine_bacterioplankton_g__Sphingomonas,OTU264,4899,0.00678,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__unclassified_g__Hymenobacter,OTU76,14,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__metagenome_g__Chthoniobacter,OTU242,6,8.30321e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sandarakinorhabdus,s__metagenome_g__Sandarakinorhabdus,OTU50,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Kryptoniales,f__BSV26,g__norank_f__BSV26,s__uncultured_bacterium_g__norank_f__BSV26,OTU8,12,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingoaurantiacus,s__uncultured_bacterium_g__Sphingoaurantiacus,OTU94,16,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__uncultured_bacterium_g__Conexibacter,OTU192,58,8.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_6,o__norank_c__Subgroup_6,f__norank_c__Subgroup_6,g__norank_c__Subgroup_6,s__unclassified_g__norank_c__Subgroup_6,OTU132,16,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Moranbacteria,f__norank_o__Candidatus_Moranbacteria,g__norank_o__Candidatus_Moranbacteria,s__uncultured_bacterium_g__norank_o__Candidatus_Moranbacteria,OTU119,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter_sp._JJ3205,OTU591,18,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Limnohabitans,s__Limnohabitans_curvus,OTU316,1066,0.00148,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__uncultured_bacterium_g__Dinghuibacter,OTU259,15,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Oligoflexales,f__Oligoflexaceae,g__Oligoflexus,s__unclassified_g__Oligoflexus,OTU124,6,8.30321e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Proteocatella,s__uncultured_bacterium_g__Proteocatella,OTU289,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Fictibacillus,s__Fictibacillus_rigui,OTU79,13,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__alpha_proteobacterium_USH5,OTU104,18,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__norank_c__Actinobacteria,f__norank_c__Actinobacteria,g__norank_c__Actinobacteria,s__uncultured_actinobacterium_g__norank_c__Actinobacteria,OTU18,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__norank_o__Microtrichales,g__norank_o__Microtrichales,s__metagenome_g__norank_o__Microtrichales,OTU607,2074,0.00287,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_bacterium_g__norank_f__SC-I-84,OTU202,194,0.00027,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__KI89A_clade,f__norank_o__KI89A_clade,g__norank_o__KI89A_clade,s__unclassified_g__norank_o__KI89A_clade,OTU146,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__PeM15,f__norank_o__PeM15,g__norank_o__PeM15,s__unclassified_g__norank_o__PeM15,OTU323,6,8.30321e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__uncultured_bacterium_g__norank_o__NB1-j,OTU298,19,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__unclassified_g__Aquicella,OTU133,6,8.30321e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_c__OLB14,g__norank_c__OLB14,s__uncultured_bacterium_g__norank_c__OLB14,OTU57,9,1.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__norank_f__Holophagaceae,s__unclassified_g__norank_f__Holophagaceae,OTU304,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__SAR324_cladeMarine_group_B,f__norank_o__SAR324_cladeMarine_group_B,g__norank_o__SAR324_cladeMarine_group_B,s__metagenome_g__norank_o__SAR324_cladeMarine_group_B,OTU134,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__unclassified_g__Bacillus,OTU31,7,9.68708e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__uncultured_Acidimicrobiales_bacterium_g__CL500-29_marine_group,OTU610,58,8.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank_f__Saprospiraceae,s__uncultured_soil_bacterium_g__norank_f__Saprospiraceae,OTU86,5,6.91934e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_ginsengisoli,OTU222,217,0.0003,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__unclassified_g__norank_f__Chitinophagaceae,OTU299,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__metagenome_g__Dinghuibacter,OTU182,34,5.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__unclassified_g__Candidatus_Alysiosphaera,OTU168,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__UBA12409,g__norank_f__UBA12409,s__uncultured_bacterium_g__norank_f__UBA12409,OTU350,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_bacterium_g__norank_f__SC-I-84,OTU140,18,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_17,o__norank_c__Subgroup_17,f__norank_c__Subgroup_17,g__norank_c__Subgroup_17,s__unclassified_g__norank_c__Subgroup_17,OTU22,13,2.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_Crater_Lake_bacterium_CL500-52,OTU37,36,5.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__unclassified_g__norank_o__SBR1031,OTU628,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Kryptoniales,f__BSV26,g__norank_f__BSV26,s__uncultured_prokaryote_g__norank_f__BSV26,OTU73,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__norank_f__Syntrophobacteraceae,s__unclassified_g__norank_f__Syntrophobacteraceae,OTU297,14,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_alpha_proteobacterium_g__Altererythrobacter,OTU92,9,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__OPB41,f__norank_o__OPB41,g__norank_o__OPB41,s__unclassified_g__norank_o__OPB41,OTU135,16,2.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Sporichthya,s__uncultured_bacterium_g__Sporichthya,OTU308,27,4.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Family_XI_o__Clostridiales,g__Gottschalkia,s__unclassified_g__Gottschalkia,OTU247,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__norank_f__Saccharimonadaceae,s__uncultured_bacterium_g__norank_f__Saccharimonadaceae,OTU158,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__CCM19a,f__norank_o__CCM19a,g__norank_o__CCM19a,s__uncultured_bacterium_g__norank_o__CCM19a,OTU217,35,5.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__OPB56,f__norank_o__OPB56,g__norank_o__OPB56,s__metagenome_g__norank_o__OPB56,OTU357,33,5.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,s__uncultured_Deinococcales_bacterium,OTU9,28,4.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__unclassified_g__Mycobacterium,OTU38,369,0.00051,82.352941176471%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__norank_c__Actinobacteria,f__norank_c__Actinobacteria,g__norank_c__Actinobacteria,s__unclassified_g__norank_c__Actinobacteria,OTU61,19,3.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Ancylothrix_8PC,s__unclassified_g__Ancylothrix_8PC,OTU679,12,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidetes_vadinHA17,g__norank_f__Bacteroidetes_vadinHA17,s__unclassified_g__norank_f__Bacteroidetes_vadinHA17,OTU106,6,8.30321e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__unclassified_f__Caulobacteraceae,s__unclassified_f__Caulobacteraceae,OTU95,109,0.00015,76.470588235294%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__unclassified_g__Dinghuibacter,OTU301,337,0.00047,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__unclassified_g__Cetobacterium,OTU363,5,6.91934e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified_f__Ruminococcaceae,s__unclassified_f__Ruminococcaceae,OTU309,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Nitrospirae,c__Thermodesulfovibrionia,o__norank_c__Thermodesulfovibrionia,f__norank_c__Thermodesulfovibrionia,g__norank_c__Thermodesulfovibrionia,s__uncultured_bacterium_g__norank_c__Thermodesulfovibrionia,OTU43,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__uncultured_bacterium_g__norank_f__SC-I-84,OTU221,142,0.0002,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__unclassified_g__norank_f__Vermiphilaceae,OTU318,9,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus_erythropolis,OTU159,85,0.00012,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_o__Saccharimonadales,s__uncultured_bacterium_g__norank_o__Saccharimonadales,OTU16,16,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__metagenome_g__norank_f__Diplorickettsiaceae,OTU151,6,8.30321e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Paenisporosarcina,s__uncultured_bacterium_g__Paenisporosarcina,OTU113,29,4.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_6,o__norank_c__Subgroup_6,f__norank_c__Subgroup_6,g__norank_c__Subgroup_6,s__uncultured_bacterium_g__norank_c__Subgroup_6,OTU98,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__norank_c__Actinobacteria,f__norank_c__Actinobacteria,g__norank_c__Actinobacteria,s__unclassified_g__norank_c__Actinobacteria,OTU340,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank_f__Caldilineaceae,s__unclassified_g__norank_f__Caldilineaceae,OTU376,8,1.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Microtrichales,f__norank_o__Microtrichales,g__norank_o__Microtrichales,s__uncultured_Acidimicrobidae_bacterium_g__norank_o__Microtrichales,OTU704,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Alkanindiges,s__unclassified_g__Alkanindiges,OTU251,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,s__metagenome_g__norank_f__Pedosphaeraceae,OTU324,10,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__unclassified_g__norank_o__Chloroplast,OTU44,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__uncultured_Verrucomicrobiales_bacterium_g__Luteolibacter,OTU229,7,9.68708e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_o__Candidatus_Kaiserbacteria,OTU320,10,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__PeM15,f__norank_o__PeM15,g__norank_o__PeM15,s__metagenome_g__norank_o__PeM15,OTU160,868,0.0012,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__unclassified_f__Verrucomicrobiaceae,s__unclassified_f__Verrucomicrobiaceae,OTU167,15,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank_o__SBR1031,g__norank_o__SBR1031,s__unclassified_g__norank_o__SBR1031,OTU128,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Duganella,s__unclassified_g__Duganella,OTU72,14,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,s__uncultured_bacterium_g__Gemmatirosa,OTU20,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia_niigatensis,OTU352,4,5.53547e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unclassified_g__Novosphingobium,OTU407,4401,0.00609,100%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__norank_f__DEV007,s__uncultured_Verrucomicrobiales_bacterium_g__norank_f__DEV007,OTU272,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__unclassified_g__Novosphingobium,OTU116,3152,0.00436,100%
d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__Verrucomicrobium_sp._IMCC25902,OTU239,11,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_o__Candidatus_Kaiserbacteria,s__unclassified_g__norank_o__Candidatus_Kaiserbacteria,OTU706,37,5.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__norank_c__Actinobacteria,f__norank_c__Actinobacteria,g__norank_c__Actinobacteria,s__unclassified_g__norank_c__Actinobacteria,OTU51,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__unclassified_f__Caldilineaceae,s__unclassified_f__Caldilineaceae,OTU360,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__norank_c__Parcubacteria,f__norank_c__Parcubacteria,g__norank_c__Parcubacteria,s__uncultured_bacterium_g__norank_c__Parcubacteria,OTU331,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__norank_f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,s__uncultured_soil_bacterium_g__norank_f__unclassified,OTU170,12,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__unclassified_g__Acinetobacter,OTU183,18,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__unclassified_g__Ferruginibacter,OTU131,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Spongiibacteraceae,g__BD1-7_clade,s__metagenome_g__BD1-7_clade,OTU410,26,4.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfoprunum,s__uncultured_bacterium_g__Desulfoprunum,OTU277,4,5.53547e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__unclassified_o__Betaproteobacteriales,g__unclassified_o__Betaproteobacteriales,s__unclassified_o__Betaproteobacteriales,OTU127,12,2.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Terrabacter,s__uncultured_bacterium_g__Terrabacter,OTU26,462,0.00064,94.117647058824%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__Chitinophaga_sp._BN130233,OTU60,9,1.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Chryseolinea,s__uncultured_bacterium_g__Chryseolinea,OTU335,17,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84,OTU67,3,4.15161e-6,17.647058823529%
